card_id,name_jp,name_en,category,stage,evolves_from,hp,type,weakness,resistance,retreat,ex,mega_ex,ace_spec,tera,basic,ability_name,ability_text,max_attack_damage,best_damage_per_energy,deck_usage_count,total_copies,avg_copies_when_used,is_staple,expansion,collection_no,in_engine,attack1_name,attack1_cost,attack1_damage,attack1_effect,attack2_name,attack2_cost,attack2_damage,attack2_effect,attack3_name,attack3_cost,attack3_damage,attack3_effect
273,ジュペッタ,Banette,ポケモン/1進化,ポケモン/1進化,カゲボウズ,90,超,悪,闘,1,0,0,0,0,0,,,70,35.0,0,0,0,0,SV9,036/100,1,のろいのことば,超,,相手は相手自身の手札を3枚選び、山札にもどして切る。,ホロウショット,超●,70,,,,,
274,ダンバル,Beldum,ポケモン/たね,ポケモン/たね,,60,超,悪,闘,1,0,0,0,0,1,,,30,15.0,0,0,0,0,SV9,037/100,1,かいてんアタック,超,10,,ビーム,超超,30,,,,,
275,メタング,Metang,ポケモン/1進化,ポケモン/1進化,ダンバル,100,超,悪,闘,2,0,0,0,0,0,,,50,30.0,0,0,0,0,SV9,038/100,1,サイコパンチ,超,30,,しねんのずつき,超超,50,,,,,
276,メタグロス,Metagross,ポケモン/2進化,ポケモン/2進化,メタング,170,超,悪,闘,3,0,0,0,0,0,,,130,65.0,0,0,0,0,SV9,039/100,1,たたきつぶす,超,60,,ジョイントビーム,超超,130,自分のベンチに「ダンバル」「メタング」がいるなら、150ダメージ追加。,,,,
277,Nのシンボラー,N’s Sigilyph,トレーナーのポケモン（N）,ポケモン/たね,,110,超,雷,闘,1,0,0,0,0,1,,,20,20.0,0,0,0,0,SV9,040/100,1,ねんどうだん,超,20,,ビクトリーシンボル,超●●,,このワザを使ったとき、自分のサイドの残り枚数が1枚なら、この対戦は自分の勝ちになる。,,,,
278,リーリエのアブリー,Lillie’s Cutiefly,トレーナーのポケモン（リーリエ）,ポケモン/たね,,30,超,鋼,,,0,0,0,0,1,,,0,0.0,0,0,0,0,MC,338/742,1,じっとする,超,,このポケモンのHPを「10」回復する。,,,,,,,,
279,リーリエのアブリボン,Lillie’s Ribombee,トレーナーのポケモン（リーリエ）,ポケモン/1進化,リーリエのアブリー,70,超,鋼,,,0,0,0,0,0,おさそいウインク,自分の番に、このカードを手札から出して進化させたとき、1回使える。相手の手札を見て、その中から【たね】ポケモンを好きなだけ選び、相手のベンチに出す。,50,50.0,0,0,0,0,MC,339/742,1,マジカルショット,超,50,,,,,,,,,
280,リーリエのキュワワー,Lillie’s Comfey,トレーナーのポケモン（リーリエ）,ポケモン/たね,,70,超,鋼,,1,0,0,0,0,1,,,30,30.0,0,0,0,0,MC,340/742,1,はなまねき,●,,自分の山札から【たね】ポケモンの「リーリエのポケモン」を好きなだけ選び、ベンチに出す。そして山札を切る。,ぱっときえる,超,30,このポケモンと、ついているすべてのカードを、手札にもどす。,,,,
281,ウリムー,Swinub,ポケモン/たね,ポケモン/たね,,70,闘,草,,2,0,0,0,0,1,,,10,10.0,0,0,0,0,MC,362/742,1,なかまをよぶ,●,,自分の山札から【たね】ポケモンを2枚まで選び、ベンチに出す。そして山札を切る。,つきたおし,闘,10,,,,,
282,イノムー,Piloswine,ポケモン/1進化,ポケモン/1進化,ウリムー,100,闘,草,,3,0,0,0,0,0,,,50,25.0,0,0,0,0,MC,363/742,1,かいりき,●,20,,キバでつく,闘闘,50,,,,,
283,マンムーex,Mamoswine ex,ポケモン/2進化,ポケモン/2進化,イノムー,340,闘,草,,4,1,0,0,0,0,マンモスキャリー,自分の番に1回使える。自分の山札からポケモンを1枚選び、相手に見せて、手札に加える。そして山札を切る。,180,90.0,0,0,0,0,MC,364/742,1,とどろくこうしん,闘闘,180,自分のベンチの【2進化】ポケモンの数×40ダメージ追加。,,,,,,,,
284,ヨーギラス,Larvitar,ポケモン/たね,ポケモン/たね,,70,闘,草,,1,0,0,0,0,1,,,20,10.0,0,0,0,0,SV9,047/100,1,かみくだく,●●,20,コインを1回投げオモテなら、相手のバトルポケモンについているエネルギーを1個選び、トラッシュする。,,,,,,,,
285,サナギラス,Pupitar,ポケモン/1進化,ポケモン/1進化,ヨーギラス,90,闘,草,,1,0,0,0,0,0,,,60,30.0,0,0,0,0,SV9,048/100,1,とっしん,●●,60,このポケモンにも20ダメージ。,,,,,,,,
286,イワンコ,Rockruff,ポケモン/たね,ポケモン/たね,,70,闘,草,,1,0,0,0,0,1,,,20,10.0,0,0,0,0,SV9,051/100,1,ほりかえす,●,,自分の山札を上から1枚見て、もとにもどす。のぞむなら、そのカードをトラッシュする。,ふむ,●●,20,,,,,
287,ルガルガン,Lycanroc,ポケモン/1進化,ポケモン/1進化,イワンコ,120,闘,草,,2,0,0,0,0,0,とげをまとう,自分の番に、このカードを手札から出して進化させたとき、1回使える。自分のトラッシュから「スパイクエネルギー」を2枚まで選び、このポケモンにつける。,40,13.3,0,0,0,0,SV9,052/100,1,クラッチファング,●●●,40,相手のバトルポケモンにのっているダメカンの数×40ダメージ追加。,,,,,,,,
288,ホップのスナヘビ,Hop’s Silicobra,トレーナーのポケモン（ホップ）,ポケモン/たね,,80,闘,草,,2,0,0,0,0,1,,,20,10.0,0,0,0,0,SV9,053/100,1,なわばりづくり,●,,自分の山札からスタジアムを1枚選び、相手に見せて、手札に加える。そして山札を切る。,かじる,闘●,20,,,,,
289,ホップのサダイジャ,Hop’s Sandaconda,トレーナーのポケモン（ホップ）,ポケモン/1進化,ホップのスナヘビ,140,闘,草,,3,0,0,0,0,0,,,140,46.7,0,0,0,0,SV9,054/100,1,じひびき,闘●,30,次の相手の番、このワザを受けたポケモンは、にげられない。,グラウンドブレイク,闘●●,140,自分のベンチポケモン全員にも、それぞれ20ダメージ。［ベンチは弱点・抵抗力を計算しない。］,,,,
290,バンギラス,Tyranitar,ポケモン/2進化,ポケモン/2進化,サナギラス,190,悪,草,,3,0,0,0,0,0,いあつのがんこう,このポケモンがバトル場にいるかぎり、相手は手札からグッズを出して使えない。,150,75.0,0,0,0,0,SV9,058/100,1,クラックストンプ,悪●,150,相手の山札を上から2枚トラッシュする。,,,,,,,,
291,Nのチョロネコ,N’s Purrloin,トレーナーのポケモン（N）,ポケモン/たね,,70,悪,草,,1,0,0,0,0,1,,,30,15.0,0,0,0,0,MC,457/742,1,ちょろまかす,悪●,30,相手の手札を見て、その中からカードを1枚選び、相手の山札の下にもどす。,,,,,,,,
292,Nのゾロア,N’s Zorua,トレーナーのポケモン（N）,ポケモン/たね,,70,悪,草,,1,0,0,0,0,1,,,20,20.0,0,0,0,0,MC,469/742,1,ひっかく,悪,20,,,,,,,,,
293,Nのゾロアークex,N’s Zoroark ex,トレーナーのポケモン（N）,ポケモン/1進化,Nのゾロア,280,悪,草,,2,1,0,0,0,0,とりひき,自分の番に、自分の手札を1枚トラッシュするなら、1回使える。自分の山札を2枚引く。,0,0.0,0,0,0,0,MC,470/742,1,ナイトジョーカー,悪悪,,自分のベンチの「Nのポケモン」が持つワザを1つ選び、このワザとして使う。,,,,,,,,
294,Nのギアル,N’s Klink,トレーナーのポケモン（N）,ポケモン/たね,,60,鋼,炎,草,1,0,0,0,0,1,,,10,10.0,0,0,0,0,SV9,064/100,1,ダブルスピン,●,10×,コインを2回投げ、オモテの数×10ダメージ。,,,,,,,,
295,Nのギギアル,N’s Klang,トレーナーのポケモン（N）,ポケモン/1進化,Nのギアル,90,鋼,炎,草,3,0,0,0,0,0,,,40,20.0,0,0,0,0,SV9,065/100,1,ぐるぐるギア,●,20,相手のバトルポケモンを【こんらん】にする。,がちんこ,鋼●,40,,,,,
296,Nのギギギアル,N’s Klinklang,トレーナーのポケモン（N）,ポケモン/2進化,Nのギギアル,160,鋼,炎,草,3,0,0,0,0,0,,,120,50.0,0,0,0,0,SV9,066/100,1,マグネブラスト,●,50,,トリプルスマッシュ,鋼鋼●,120×,コインを3回投げ、オモテの数×120ダメージ。,,,,
297,マギアナ,Magearna,ポケモン/たね,ポケモン/たね,,90,鋼,炎,草,1,0,0,0,0,1,オートヒール,このポケモンがバトル場にいるかぎり、自分の手札からエネルギーをポケモンにつけるたび、そのポケモンのHPを「90」回復する。,20,20.0,0,0,0,0,MC,515/742,1,スパイクドロー,●,20,自分の山札を2枚引く。,,,,,,,,
298,ホップのアーマーガア,Hop’s Corviknight,トレーナーのポケモン（ホップ）,ポケモン/2進化,ホップのアオガラス,170,鋼,雷,闘,2,0,0,0,0,0,,,150,50.0,0,0,0,0,MC,520/742,1,つきぬける,●,50,相手のベンチポケモン1匹にも、50ダメージ。［ベンチは弱点・抵抗力を計算しない。］,はがねのつばさ,鋼鋼●,150,次の相手の番、このポケモンが受けるワザのダメージは「-60」される。,,,,
299,ホップのザシアンex,Hop’s Zacian ex,トレーナーのポケモン（ホップ）,ポケモン/たね,,230,鋼,炎,草,2,1,0,0,0,1,,,240,60.0,0,0,0,0,MC,527/742,1,せつなぎり,●,30,相手のベンチポケモン1匹にも、30ダメージ。［ベンチは弱点・抵抗力を計算しない。］,ブレイブスラッシュ,鋼鋼鋼●,240,次の自分の番、このポケモンは「ブレイブスラッシュ」が使えない。,,,,
300,タツベイ,Bagon,ポケモン/たね,ポケモン/たね,,70,竜,,,2,0,0,0,0,1,,,50,25.0,0,0,0,0,MC,538/742,1,かみつく,●,10,,とつげき,炎水,50,このポケモンにも10ダメージ。,,,,
301,コモルー,Shelgon,ポケモン/1進化,ポケモン/1進化,タツベイ,100,竜,,,2,0,0,0,0,0,,,80,26.7,0,0,0,0,MC,539/742,1,ガードプレス,●●,30,次の相手の番、このポケモンが受けるワザのダメージは「-30」される。,ヘビーインパクト,炎水●,80,,,,,
302,ボーマンダex,Salamence ex,ポケモン/2進化,ポケモン/2進化,コモルー,320,竜,,,2,1,0,0,0,0,,,300,75.0,0,0,0,0,MC,540/742,1,ワイドブラスト,炎●●,,相手のベンチポケモン全員に、それぞれ50ダメージ。［ベンチは弱点・抵抗力を計算しない。］,ドラゴンインパクト,炎水●●,300,このポケモンについているエネルギーを2個選び、トラッシュする。,,,,
303,Nのレシラム,N’s Reshiram,トレーナーのポケモン（N）,ポケモン/たね,,130,竜,,,2,0,0,0,0,1,,,170,42.5,0,0,0,0,MC,545/742,1,パワーレイジ,炎雷,20×,このポケモンにのっているダメカンの数×20ダメージ。,イノセントフレイム,炎炎雷●,170,,,,,
304,ホップのカビゴン,Hop’s Snorlax,トレーナーのポケモン（ホップ）,ポケモン/たね,,150,無,闘,,4,0,0,0,0,1,ふとっぱら,このポケモンがいるかぎり、自分の「ホップのポケモン」が使うワザの、相手のバトルポケモンへのダメージは「+30」される。この効果は、この特性を持つポケモンが何匹いても、重ならない。,140,46.7,0,0,0,0,MC,569/742,1,ダイナミックプレス,●●●,140,このポケモンにも80ダメージ。,,,,,,,,
305,ノコッチ,Dunsparce,ポケモン/たね,ポケモン/たね,,70,無,闘,,1,0,0,0,0,1,,,20,10.0,0,0,0,0,MC,574/742,1,いれかわる,●,,このポケモンをベンチポケモンと入れ替える。,ぶつかる,●●,20,,,,,
306,ノココッチex,Dudunsparce ex,ポケモン/1進化,ポケモン/1進化,ノコッチ,270,無,闘,,3,1,0,0,0,0,,,150,60.0,0,0,0,0,MC,575/742,1,ぎゃっきょうテール,●,60×,相手の場の「ポケモン【ex】」の数×60ダメージ。,ドリルブレイク,●●●,150,このワザのダメージは、相手のバトルポケモンにかかっている効果を計算しない。,,,,
307,ホップのココガラ,Hop’s Rookidee,トレーナーのポケモン（ホップ）,ポケモン/たね,,60,無,雷,闘,1,0,0,0,0,1,,,20,10.0,0,0,0,0,MC,622/742,1,こわいしせん,●,,次の相手の番、このワザを受けたポケモンが使うワザのダメージは「-20」される。,つつく,●●,20,,,,,
308,ホップのアオガラス,Hop’s Corvisquire,トレーナーのポケモン（ホップ）,ポケモン/1進化,ホップのココガラ,90,無,雷,闘,1,0,0,0,0,0,,,80,30.0,0,0,0,0,MC,623/742,1,スピードひこう,●,30,,するどいはね,●●●,80,,,,,
309,ホップのウールー,Hop’s Wooloo,トレーナーのポケモン（ホップ）,ポケモン/たね,,70,無,闘,,1,0,0,0,0,1,,,50,16.7,0,0,0,0,M2a,141/193,1,けとばす,●●●,50,,,,,,,,,
310,ホップのバイウールー,Hop’s Dubwool,トレーナーのポケモン（ホップ）,ポケモン/1進化,ホップのウールー,120,無,闘,,2,0,0,0,0,0,チャレンジホーン,自分の番に、このカードを手札から出して進化させたとき、1回使える。相手のベンチポケモンを1匹選び、バトルポケモンと入れ替える。,80,26.7,0,0,0,0,M2a,142/193,1,ずつき,●●●,80,,,,,,,,,
311,ホップのウッウ,Hop’s Cramorant,トレーナーのポケモン（ホップ）,ポケモン/たね,,110,無,雷,闘,1,0,0,0,0,1,,,120,120.0,0,0,0,0,MC,624/742,1,きまぐれスピット,●,120,相手のサイドの残り枚数が4枚・3枚でないなら、このワザは失敗。,,,,,,,,
312,スナノケガワ,Sandy Shocks,古代,ポケモン/たね,,120,闘,草,,2,0,0,0,0,1,,,60,30.0,0,0,0,0,MC,424/742,1,じばさくれつ,闘,20,自分の場にエネルギーが3個以上あるなら、70ダメージ追加。このワザのダメージは弱点を計算しない。,パワージェム,闘●,60,,,,,
313,ミライドンex,Miraidon ex,未来,ポケモン/たね,,220,竜,,,1,1,0,0,0,1,,,220,73.3,0,0,0,0,MC,553/742,1,リジェクトボルト,雷超,60,相手のバトルポケモンにダメカンがのっているなら、100ダメージ追加。,サイバードライブ,雷超●,220,次の自分の番、このポケモンは「サイバードライブ」が使えない。,,,,
314,マリル,Marill,ポケモン/たね,ポケモン/たね,,70,水,雷,,1,0,0,0,0,1,,,10,10.0,0,0,0,0,SVI,013/066,1,ころがる,●,10,,,,,,,,,
315,マリルリ,Azumarill,ポケモン/1進化,ポケモン/1進化,マリル,120,超,鋼,,2,0,0,0,0,0,きらきらシャボン,自分の場に「テラスタル」のポケモンがいるなら、このポケモンが「すてみタックル」を使うためのエネルギーは、【超】エネルギー1個になる。,230,57.5,0,0,0,0,SVLN,004/022,1,すてみタックル,超超超超,230,このポケモンにも50ダメージ。,,,,,,,,
316,ニンフィアex,Sylveon ex,テラスタル(ステラ),ポケモン/1進化,イーブイ,270,超,鋼,,2,1,0,0,1,0,,,160,53.3,0,0,0,0,MC,299/742,1,テラスタル,,,このポケモンは、ベンチにいるかぎり、ワザのダメージを受けない。,マジカルチャーム,超●●,160,次の相手の番、このワザを受けたポケモンが使うワザのダメージは「-100」される。,エンジェライト,水雷超,,相手のベンチポケモンを2匹選び、そのポケモンと、ついているすべてのカードを、山札にもどして切る。前の自分の番に、自分のポケモンが「エンジェライト」を使っていたなら、このワザは使えない。
317,イーブイ,Eevee,ポケモン/たね,ポケモン/たね,,50,無,闘,,1,0,0,0,0,1,ブーストしんか,このポケモンは、バトル場にいるかぎり、最初の自分の番や、出したばかりの番でも進化できる。,30,15.0,0,0,0,0,MC,565/742,1,とつげき,●●,30,このポケモンにも10ダメージ。,,,,,,,,
318,ホウオウ,Ho-Oh,ポケモン/たね,ポケモン/たね,,130,炎,雷,闘,2,0,0,0,0,1,,,100,33.3,0,0,0,0,SVLS,003/022,1,はばたく,炎●,50,,シャインブレイズ,炎炎●,100,自分のベンチに「テラスタル」のポケモンがいるなら、100ダメージ追加。,,,,
319,カルボウ,Charcadet,ポケモン/たね,ポケモン/たね,,70,炎,水,,1,0,0,0,0,1,,,20,20.0,0,0,0,0,M2a,030/193,1,おにび,炎,20,,,,,,,,,
320,ソウブレイズex,Ceruledge ex,テラスタル(ステラ),ポケモン/1進化,カルボウ,270,炎,水,,2,1,0,0,1,0,,,280,93.3,0,0,0,0,M2a,031/193,1,テラスタル,,,このポケモンは、ベンチにいるかぎり、ワザのダメージを受けない。,しんえんほむら,炎,30,自分のトラッシュにあるエネルギーの枚数×20ダメージ追加。,アメジストレイジ,炎超鋼,280,このポケモンについているエネルギーを、すべてトラッシュする。
321,チュリネ,Petilil,ポケモン/たね,ポケモン/たね,,50,草,炎,,1,0,0,0,0,1,,,30,15.0,0,0,0,0,SVM,007/175,1,リーフステップ,草●,30,,,,,,,,,
322,ドレディア,Lilligant,ポケモン/1進化,ポケモン/1進化,チュリネ,110,草,炎,,2,0,0,0,0,0,にほんばれ,このポケモンがいるかぎり、自分の【草】または【炎】ポケモンが使うワザの、相手のバトルポケモンへのダメージは「+20」される。,60,20.0,0,0,0,0,SVM,008/175,1,かいてんアタック,草●●,60,,,,,,,,,
323,マメバッタ,Nymble,ポケモン/たね,ポケモン/たね,,50,草,炎,,1,0,0,0,0,1,,,20,20.0,0,0,0,0,SVM,013/175,1,うしろげり,●,20,,,,,,,,,
324,アチャモ,Torchic,ポケモン/たね,ポケモン/たね,,60,炎,水,,1,0,0,0,0,1,,,30,15.0,0,0,0,0,SVM,014/175,1,ひっかく,炎●,30,,,,,,,,,
325,ワカシャモ,Combusken,ポケモン/1進化,ポケモン/1進化,アチャモ,90,炎,水,,2,0,0,0,0,0,,,50,25.0,0,0,0,0,SVM,015/175,1,きりさく,炎●,50,,,,,,,,,
326,バシャーモex,Blaziken ex,ポケモン/2進化,ポケモン/2進化,ワカシャモ,320,炎,水,,2,1,0,0,0,0,たぎるとうし,自分の番に1回使える。自分のトラッシュから基本エネルギーを1枚選び、自分のポケモンにつける。,200,100.0,0,0,0,0,SVM,016/175,1,バーニングソルト,炎●,200,次の自分の番、このポケモンはワザが使えない。,,,,,,,,
327,ヤドン,Slowpoke,ポケモン/たね,ポケモン/たね,,70,水,雷,,2,0,0,0,0,1,,,30,15.0,0,0,0,0,SVM,027/175,1,みずでっぽう,水,10,,しっぽではたく,水●,30,,,,,
328,ピカチュウex,Pikachu ex,ポケモン/たね,ポケモン/たね,,190,雷,闘,,1,1,0,0,0,1,,,220,73.3,0,0,0,0,SVM,038/175,1,しっぽではたく,●,30,,かみなり,雷雷●,220,このポケモンにも30ダメージ。,,,,
329,カプ・コケコex,Tapu Koko ex,ポケモン/たね,ポケモン/たね,,200,雷,闘,,,1,0,0,0,1,,,60,30.0,0,0,0,0,SVM,046/175,1,サンダーコネクト,雷●,60,自分のベンチポケモンの数×20ダメージ追加。,,,,,,,,
330,ニンフィア,Sylveon,ポケモン/1進化,ポケモン/1進化,イーブイ,120,超,鋼,,1,0,0,0,0,0,しんぴのまもり,このポケモンは、相手の「ポケモン【ex】」からワザのダメージを受けない。,100,33.3,0,0,0,0,SVM,050/175,1,マジカルショット,超●●,100,,,,,,,,,
331,ゼルネアスex,XerneasEX,ポケモン/たね,ポケモン/たね,,210,超,鋼,,1,1,0,0,0,1,,,120,40.0,0,0,0,0,SVM,052/175,1,オーロラビーム,超●,50,,ライジングホーン,超超●,120,相手のバトルポケモンが「ポケモン【ex】」なら、100ダメージ追加。,,,,
332,ダダリン,Dhelmise,ポケモン/たね,ポケモン/たね,,130,超,悪,闘,3,0,0,0,0,1,,,130,32.5,0,0,0,0,SVM,055/175,1,しばりつける,超●●,60,次の相手の番、このワザを受けたポケモンは、にげられない。,アンカースマッシュ,超超●●,130,,,,,
333,リオル,Riolu,ポケモン/たね,ポケモン/たね,,70,闘,超,,1,0,0,0,0,1,,,10,10.0,0,0,0,0,SVM,064/175,1,でんこうせっか,闘,10,コインを1回投げオモテなら、20ダメージ追加。,,,,,,,,
334,ニューラ,Sneasel,ポケモン/たね,ポケモン/たね,,60,悪,草,,,0,0,0,0,1,,,20,20.0,0,0,0,0,SVM,075/175,1,ツメできりさく,悪,20,,,,,,,,,
335,ドーミラー,Bronzor,ポケモン/たね,ポケモン/たね,,70,鋼,炎,草,1,0,0,0,0,1,,,20,10.0,0,0,0,0,SVM,081/175,1,ぶちかます,鋼●,20,,,,,,,,,
336,ザシアンex,Zacian ex,ポケモン/たね,ポケモン/たね,,220,鋼,炎,草,2,1,0,0,0,1,,,210,70.0,0,0,0,0,SVM,089/175,1,こうてつぶそう,●,20,自分の山札から「基本【鋼】エネルギー」を1枚選び、このポケモンにつける。そして山札を切る。,スラッシュダウン,鋼鋼●,210,次の自分の番、このポケモンは「スラッシュダウン」が使えない。,,,,
337,ルギアex,LugiaEX,ポケモン/たね,ポケモン/たね,,220,無,雷,闘,2,1,0,0,0,1,,,140,46.7,0,0,0,0,SVM,097/175,1,はかいのうずしお,●●●,140,ウラが出るまでコインを投げ、オモテの数ぶん、相手のバトルポケモンについているエネルギーを選び、トラッシュする。,,,,,,,,
338,ヒビキのカイロス,Ethan's Pinsir,トレーナーのポケモン（ヒビキ）,ポケモン/たね,,120,草,炎,,2,0,0,0,0,1,,,70,23.3,0,0,0,0,M2a,001/193,1,はさむ,草,20,,いっぽんがえし,●●●,70,前の相手の番に、ワザのダメージで、自分の「ヒビキのポケモン」が【きぜつ】していたなら、100ダメージ追加。,,,,
339,ヤンヤンマ,Yanma,ポケモン/たね,ポケモン/たね,,70,草,雷,闘,1,0,0,0,0,1,,,30,15.0,0,0,0,0,MC,021/742,1,ふきとばし,●,,相手のバトルポケモンをベンチポケモンと入れ替える。［バトル場に出すポケモンは相手が選ぶ。］,するどいはね,草●,30,,,,,
340,メガヤンマex,Yanmega ex,ポケモン/1進化,ポケモン/1進化,ヤンヤンマ,280,草,雷,闘,1,1,0,0,0,0,バズブースト,自分の番に、このポケモンがベンチからバトル場に出たとき、1回使える。自分の山札から「基本【草】エネルギー」を3枚まで選び、このポケモンにつける。そして山札を切る。,210,52.5,0,0,0,0,MC,022/742,1,ジェットサイクロン,草草草●,210,このポケモンについているエネルギーを3個選び、ベンチポケモン1匹につけ替える。,,,,,,,,
341,シロナのロゼリア,Cynthia's Roselia,トレーナーのポケモン（シロナ）,ポケモン/たね,,70,草,炎,,1,0,0,0,0,1,,,20,20.0,0,0,0,0,MC,032/742,1,トゲでさす,●,20,,,,,,,,,
342,シロナのロズレイド,Cynthia's Roserade,トレーナーのポケモン（シロナ）,ポケモン/1進化,シロナのロゼリア,130,草,炎,,1,0,0,0,0,0,グローリーエール,このポケモンがいるかぎり、自分の「シロナのポケモン」が使うワザの、相手のバトルポケモンへのダメージは「+30」される。,80,26.7,0,0,0,0,MC,033/742,1,リーフステップ,草●●,80,,,,,,,,,
343,シェイミ,Shaymin,ポケモン/たね,ポケモン/たね,,80,草,炎,,1,0,0,0,0,1,はなのカーテン,このポケモンがいるかぎり、自分のベンチポケモン（「ルールを持つポケモン」をのぞく）全員は、相手のワザのダメージを受けない。,30,15.0,0,0,0,0,MA,001/043,1,けとばす,●●,30,,,,,,,,,
344,イシズマイ,Dwebble,ポケモン/たね,ポケモン/たね,,70,草,炎,,2,0,0,0,0,1,,,0,0.0,5,20,4.0,0,MC,045/742,1,かくせい,●,,このポケモンから進化するカードを、自分の山札から1枚選び、このポケモンにのせて進化させる。そして山札を切る。,,,,,,,,
345,イワパレス,Crustle,ポケモン/1進化,ポケモン/1進化,イシズマイ,150,草,炎,,3,0,0,0,0,0,しんぴのいしやど,このポケモンは、相手の「ポケモン【ex】」からワザのダメージを受けない。,120,40.0,5,20,4.0,0,MC,046/742,1,グレートシザー,草●●,120,このワザのダメージは、相手のバトルポケモンにかかっている効果を計算しない。,,,,,,,,
346,カジッチュ,Applin,ポケモン/たね,ポケモン/たね,,40,草,炎,,1,0,0,0,0,1,,,10,10.0,0,0,0,0,SV9a,009/063,1,プチドレイン,草,10,このポケモンのHPを「10」回復する。,,,,,,,,
347,カミッチュ,Dipplin,ポケモン/1進化,ポケモン/1進化,カジッチュ,90,草,炎,,3,0,0,0,0,0,,,50,50.0,0,0,0,0,SV9a,010/063,1,エネループ,草,50,このポケモンについているエネルギーを1個選び、手札にもどす。,,,,,,,,
348,カミツオロチ,Hydrapple,ポケモン/2進化,ポケモン/2進化,カミッチュ,170,草,炎,,3,0,0,0,0,0,,,140,46.7,0,0,0,0,SV9a,011/063,1,オロチブレス,草,,自分の手札から「基本【草】エネルギー」を6枚トラッシュし、相手のバトルポケモンを【きぜつ】させる。6枚トラッシュできないなら、このワザは失敗。,ウィップスマッシュ,草●●,140,,,,,
349,オーガポン みどりのめん,Teal Mask Ogerpon,ポケモン/たね,ポケモン/たね,,110,草,炎,,1,0,0,0,0,1,,,120,40.0,0,0,0,0,MC,081/742,1,くさかぐら,●,,自分の山札から「基本【草】エネルギー」を1枚選び、自分のポケモンにつける。そして山札を切る。,おにハンマー,草草●,120,次の自分の番、このポケモンは「おにハンマー」が使えない。,,,,
350,ポニータ,Ponyta,ポケモン/たね,ポケモン/たね,,70,炎,水,,1,0,0,0,0,1,,,10,10.0,0,0,0,0,SV9a,013/063,1,にどずつき,●,10×,コインを2回投げ、オモテの数×10ダメージ。,,,,,,,,
351,ギャロップ,Rapidash,ポケモン/1進化,ポケモン/1進化,ポニータ,110,炎,水,,1,0,0,0,0,0,いそぎあし,自分の番に1回使える。自分の山札を1枚引く。,60,30.0,0,0,0,0,MC,090/742,1,ほのおのたてがみ,炎●,60,,,,,,,,,
352,ヒビキのヒノアラシ,Ethan's Cyndaquil,トレーナーのポケモン（ヒビキ）,ポケモン/たね,,70,炎,水,,1,0,0,0,0,1,,,30,30.0,0,0,0,0,SV9a,015/063,1,ひのこ,炎,30,このポケモンについているエネルギーを1個選び、トラッシュする。,,,,,,,,
353,ヒビキのマグマラシ,Ethan's Quilava,トレーナーのポケモン（ヒビキ）,ポケモン/1進化,ヒビキのヒノアラシ,100,炎,水,,1,0,0,0,0,0,たびのきずな,自分の番に1回使える。自分の山札から「ヒビキの冒険」を1枚選び、相手に見せて、手札に加える。そして山札を切る。,40,40.0,0,0,0,0,SV9a,016/063,1,かえん,炎,40,,,,,,,,,
354,ヒビキのバクフーン,Ethan's Typhlosion,トレーナーのポケモン（ヒビキ）,ポケモン/2進化,ヒビキのマグマラシ,170,炎,水,,2,0,0,0,0,0,,,160,53.3,0,0,0,0,SV9a,017/063,1,バディブラスト,炎,40,自分のトラッシュにある「ヒビキの冒険」の枚数×60ダメージ追加。,ばくねつほう,炎炎●,160,,,,,
355,ヒビキのマグマッグ,Ethan's Slugma,トレーナーのポケモン（ヒビキ）,ポケモン/たね,,80,炎,水,,2,0,0,0,0,1,,,20,20.0,0,0,0,0,M2a,018/193,1,ひをはく,炎,20,,,,,,,,,
356,ヒビキのマグカルゴ,Ethan's Magcargo,トレーナーのポケモン（ヒビキ）,ポケモン/1進化,ヒビキのマグマッグ,130,炎,水,,3,0,0,0,0,0,とけてながれる,このポケモンにエネルギーがついていないなら、このポケモンの【にげる】ためのエネルギーは、すべてなくなる。,70,23.3,0,0,0,0,M2a,019/193,1,ようがんバースト,炎炎炎,70×,このポケモンについている【炎】エネルギーを5枚までトラッシュし、その枚数×70ダメージ。,,,,,,,,
357,ヒビキのホウオウex,Ethan's Ho-Oh ex,トレーナーのポケモン（ヒビキ）,ポケモン/たね,,230,炎,水,,2,1,0,0,0,1,こんじきのほのお,自分の番に1回使える。自分の手札から「基本【炎】エネルギー」を2枚まで選び、ベンチの「ヒビキのポケモン」1匹につける。,160,40.0,0,0,0,0,M2a,021/193,1,シャイニングフェザー,炎炎炎炎,160,自分のポケモン全員のHPを、それぞれ「50」回復する。,,,,,,,,
358,オーガポン かまどのめん,Hearthflame Mask Ogerpon,ポケモン/たね,ポケモン/たね,,110,炎,水,,1,0,0,0,0,1,,,80,26.7,0,0,0,0,MC,148/742,1,ほのおかぐら,●,,自分の山札から「基本【炎】エネルギー」を1枚選び、自分のポケモンにつける。そして山札を切る。,やきこがす,炎炎●,80,相手のバトルポケモンを【やけど】にする。,,,,
